ID,Baþlýk (Title),Kaynak (Source),Model,Prompt (Ýngilizce),Prompt (Çince),Etiketler (Tags),Orijinal Kaynak Adý,Orijinal Kaynak URL,Resim URL 1,Resim URL 2,Resim URL 3
songguoxs_82,????????,songguoxs/gpt4o-image-prompts,,"A Neon Floral Harmony illustration of [SUBJECT], with flowers and plants outlined in glowing neon hues. Use vibrant [COLOR1] and [COLOR2] to create a serene yet electrifying botanical scene",,illustration; nature; neon,@LudovicCreator,https://x.com/LudovicCreator/status/1926246931661042132,https://raw.githubusercontent.com/songguoxs/gpt4o-image-prompts/master/images/82.png,,
songguoxs_81,????,songguoxs/gpt4o-image-prompts,,"A highly stylized and vibrant promotional image of a [INSTRUMENT] designed in the visual style of the [BRAND] brand — the instrument is reimagined with iconic colors, patterns, and aesthetic elements of the brand. Set in a dynamic, music-inspired environment, with glowing accents, product-style lighting, and joyful energy. Artistic fusion of music and design. 3D render look, high detail, vibrant colors, futuristic but playful.",,branding; futuristic; landscape; product,@TheRelianceAI,https://x.com/TheRelianceAI/status/1926148686884606257,https://raw.githubusercontent.com/songguoxs/gpt4o-image-prompts/master/images/81.png,,
songguoxs_80,?????,songguoxs/gpt4o-image-prompts,,Create an image by arranging [NUMBER/AGGREGATE] of [FRUIT] strategically on a dark surface to form the shape of [OBJECT/EMOJI/LOGO],,emoji; logo,@umesh_ai,https://x.com/umesh_ai/status/1926182194159972503,https://raw.githubusercontent.com/songguoxs/gpt4o-image-prompts/master/images/80.jpeg,,
songguoxs_79,Alloy??,songguoxs/gpt4o-image-prompts,,"create image with 1: 1 ratio  
turn a vector [ type
] icon with the following json style 
{
    ""object"": ""icon"",
    ""material"": {
        ""primary_surface"": ""smooth matted translucent metallic"",
        ""finish"": ""iridescent sheen"",
        ""color_profile"": {
            ""base_color"": ""deep blue"",
            ""secondary_tones"": [
                ""black"",
                ""violet"",
                ""copper-orange highlights""
            ]
        },
        ""panel_lines"": {
            ""material"": ""metallic copper"",
            ""visual_treatment"": ""glowing edge with subtle bevel""
        },
    },
    ""lighting"": {
        ""type"": ""studio"",
        ""key_light"": {
            ""position"": ""top-left"",
            ""effect"": ""smooth gradient highlight across the surface""
        },
        ""rim_light"": {
            ""position"": ""right side"",
            ""effect"": ""sharp metallic edge glow""
        },
        ""reflections"": {
            ""character"": ""diffused but iridescent, hinting at a highly polished or lacquered surface""
        },
        ""shadows"": ""soft edge, minimal ground contact due to floating presentation""
    },
    ""background"": {
        ""color"": ""#FFF"",
        ""style"": ""solid matte"",
    },
    ""composition"": {
        ""camera_angle"": ""centered, eye-level"",
        ""depth_of_field"": ""none (sharp focus throughout)"",
        ""presentation"": ""floating, isolated subject""     ""angle"": ""isometric style""
    },
    ""visual_style"": {
        ""tone"": ""modern, high-impact"",
        ""inspiration"": ""sports branding meets futuristic product design"",
        ""aesthetic"": ""bold contrast, tech-luxury fusion""
    }
}",,branding; character; futuristic; minimalist; product,@hc_dsn,https://x.com/hc_dsn/status/1926095406871568670,https://raw.githubusercontent.com/songguoxs/gpt4o-image-prompts/master/images/79.jpeg,,
songguoxs_78,????????,songguoxs/gpt4o-image-prompts,,"Recreate this [insert emoji] using the parameters from the JSON provided.
{
  ""style"": ""Plushform Emoji"",
  ""description"": ""Transform the emoji into a soft, realistic plush object with high-quality fabric and detailed construction. Do not anthropomorphize the emoji — avoid adding faces or cartoon features. Focus on accurate textures, natural forms, and subtle design to give the plush object character."",
  ""features"": {
    ""shape"": ""matching the emoji's form, with soft, slightly rounded plush adaptation"",
    ""texture"": ""realistic plush fabric with visible fiber detail and natural fabric folds"",
    ""color"": ""faithful to the emoji's palette, using slightly muted, tactile tones"",
    ""material"": ""stuffed toy fabric with visible stitching, seams, and high-quality finishing"",
    ""background"": ""neutral or softly textured to emphasize the plush object's form"",
    ""lighting"": ""soft professional studio lighting with subtle shadows and depth""
  },
  ""examples"": [
    ""?? becomes a plush hand in the OK gesture, with realistic fabric folds and seams."",
    ""?? becomes a soft plush bullseye with layered fuzzy rings and slight dimensional padding."",
    ""?? becomes a cube-shaped plush box with fabric ribbon, visible stitching, and realistic fabric texture."",
    ""?? becomes a wave-shaped plush with curled foam tips, crafted in textured ocean blue fabrics.""
  ]
}",,cartoon; character; emoji; toy; vehicle,@alban_gz,https://x.com/alban_gz/status/1925833589431619616,https://raw.githubusercontent.com/songguoxs/gpt4o-image-prompts/master/images/78.png,,
songguoxs_77,3D??????,songguoxs/gpt4o-image-prompts,,"A 3D-rendered digital illustration featuring a retro-style food truck inspired by the brand [INSERT BRAND NAME], designed with smooth pastel colors and soft textures. A black-and-white cartoon character stands beside the truck, holding a product that visually represents the brand. The environment reflects the brand’s world—playful hills, trees, and skies stylized with its color palette and product shapes. The brand’s logo is clearly displayed on the truck, and a short slogan appears naturally within the scene. Format: 1:1, isometric view, cinematic lighting, clean and joyful composition.",,branding; cartoon; character; food; illustration; landscape; product; retro; vehicle,@aziz4ai,https://x.com/aziz4ai/status/1925895453217898847,https://raw.githubusercontent.com/songguoxs/gpt4o-image-prompts/master/images/77.jpeg,,
songguoxs_76,????????,songguoxs/gpt4o-image-prompts,,"Highly dramatic and epic black and white manga-style illustration of [Your character and description].  Powerful, dynamic pose, exaggerated features emphasizing the intensity of the scene. Background with explosive energy bursts, lightning effects, and a whirlwind of debris",,character; illustration,@CharaspowerAI,https://x.com/CharaspowerAI/status/1923778050845528388,https://raw.githubusercontent.com/songguoxs/gpt4o-image-prompts/master/images/76.png,,
songguoxs_75,???????????,songguoxs/gpt4o-image-prompts,,"Highly detailed 3D-rendered chibi figurine diorama of [Character A] and [Character B], captured in a [scene/action], inside a [thematic display case shape] with [material]. The background features [visual effects: debris, aura, lightning, scenery], dynamic pose. The title ""[custom phrase]"" is embossed at the top in [font/style], matching the tone. Lighting is [studio, cinematic, ambient], color palette of [main colors]. Designed in a collectible, stylized, viral-friendly aesthetic.",,3d; character; toy,@CharaspowerAI,https://x.com/CharaspowerAI/status/1925593447802540408,https://raw.githubusercontent.com/songguoxs/gpt4o-image-prompts/master/images/75.png,https://raw.githubusercontent.com/songguoxs/gpt4o-image-prompts/master/images/75-2.png,
songguoxs_74,3D????????,songguoxs/gpt4o-image-prompts,,"Tiny cute isometric [smiling - optional] [OBJECT] emoji, shape, soft lighting, soft pastel colors, [COLOR], 3d icon clay render, blender 3d, pastel background",,3d; clay; emoji,@icreatelife,https://x.com/icreatelife/status/1926014358783430945,https://raw.githubusercontent.com/songguoxs/gpt4o-image-prompts/master/images/74.png,,
songguoxs_73,????????,songguoxs/gpt4o-image-prompts,,"A highly realistic 3D render of the letter [A-Z] designed as a full-body fluffy monster. The letter shape itself is the creature’s body — no separate head or limbs. The eyes, mouth, and other monster features are embedded naturally into the letter form. The monster expresses a [mischievous / grumpy / shy / joyful / sleepy / surprised / confident] emotion through its eyes and mouth shape. The texture is dense, soft, and realistic fur, with subtle volume and shadow. The color palette is bold but clean — solid vibrant tones like mint, lilac, sky blue, or coral (avoid rainbow gradients). Studio lighting on a simple pastel background. No hats, no party props — just a minimal, high-quality character design with playful expression.",,animal; character; minimalist,@Anima_Labs,https://x.com/Anima_Labs/status/1925933980781535629,https://raw.githubusercontent.com/songguoxs/gpt4o-image-prompts/master/images/73.png,,
songguoxs_72,???????,songguoxs/gpt4o-image-prompts,,"A surreal oil painting of a [subject], executed in the style of early 20th-century dreamscapes. Melting shapes, floating forms, and swirling [color1] and [color2] brushstrokes create a dreamlike dissonance.",,creative,@azed_ai,https://x.com/azed_ai/status/1926217150093549680,https://raw.githubusercontent.com/songguoxs/gpt4o-image-prompts/master/images/72.png,,
songguoxs_71,?????????,songguoxs/gpt4o-image-prompts,,"Prompt: An image of a [TYPE] landscape, featuring a cave entrance that is shaped exactly like the outline of a [SHAPE]. The cave should blend naturally into the rugged terrain of the mountain, with the entrance forming a clear and unmistakable [SHAPE] shape. This [SHAPE] shape should be simple and defined, without intricate details, emphasizing just the overall [SHAPE] outline. The surrounding environment should include [DETAILS], but these elements should not distract from the cave's   [SHAPE]-shaped entrance. The lighting in the scene should enhance the visibility and distinctiveness of the [SHAPE]-shaped cave entrance.",,landscape,@umesh_ai,https://x.com/umesh_ai/status/1925819339413836010,https://raw.githubusercontent.com/songguoxs/gpt4o-image-prompts/master/images/71.png,,
songguoxs_70,????????,songguoxs/gpt4o-image-prompts,,"Design a luxury-themed 1:1 image featuring a rose gold sculpture that embodies the essence of the jewelry brand “[BRAND NAME]”. The object must symbolically reflect the brand’s identity (e.g., falcon for Cartier, ring for Tiffany & Co., palm tree for Swarovski, camel for Prada). Embed premium crystal textures into key parts of the sculpture (e.g., wings, gem, leaves, or hump) to match the brand’s signature elegance. Use the brand’s iconic background color (e.g., Tiffany Blue, Swarovski White, Cartier Beige, Prada Sand) and place the official logo beneath the sculpture. Add a bold two-word slogan that aligns with the brand’s tone. Lighting should be pure white with high Kelvin value to ensure clarity and prevent yellow tint. The result must feel editorial, artistic, and visually exquisite.",,branding; nature; sculpture; vehicle,@aziz4ai,https://x.com/aziz4ai/status/1925933649267970074,https://raw.githubusercontent.com/songguoxs/gpt4o-image-prompts/master/images/70.jpeg,,
songguoxs_69,?????,songguoxs/gpt4o-image-prompts,,"A flat branded paper folds itself into the full 3D shape of a [insert product or item, e.g. “Coca-Cola bottle”, “Nike sneaker”, “Big Mac”], mid-motion. 

The paper colors match the [insert brand name] brand’s signature palette and the natural colors of the item (e.g., [describe key colors or ingredients, like “red and white for Coca-Cola”, “brown, green, yellow for Big Mac”]).

Dramatic studio lighting, origami texture detail, soft gradient shadows. Stylized with Japanese minimalism and elegant negative space. The scene captures a clean, elevated transformation from flat brand identity into sculptural product form.",,branding; minimalist; nature; paper-craft; product; sci-fi,@HBCoop_,https://x.com/HBCoop_/status/1925600123200881024,https://raw.githubusercontent.com/songguoxs/gpt4o-image-prompts/master/images/69.png,,
songguoxs_68,???????????3D??,songguoxs/gpt4o-image-prompts,,"A giant [transparent or glossy] [object/container] with a miniature 3D diorama inside it, depicting [a symbolic or narrative scene], studio-lit with soft shadows, placed on a neutral matte surface. Emphasize visual contrast between the scale of the capsule and the detail within. Highlight texture, light refraction, and emotional tone (e.g., surreal, poetic, or sci-fi).",,futuristic; sci-fi,@KoppulaMahende9,https://x.com/KoppulaMahende9/status/1920442464810270851,https://raw.githubusercontent.com/songguoxs/gpt4o-image-prompts/master/images/68.png,,
